abv,avail,avg_score,beer_name_og,brewery_og,category_og,city_og,ibu,num_of_ratings,state_og,style,style_og
-1,Year-round,4.01,Pheasant Plucker,Ship Inn Brewpub,British Ale,Milford,-1,3,New Jersey,English Brown Ale,English-Style Pale Mild Ale
5.00,Rotating,3.56,80 Shilling,Gaslight Brewery,,South Orange,-1,1,New Jersey,Scottish Ale,
-1,Rotating,3.4,Steam Beer,Gaslight Brewery,,South Orange,-1,1,New Jersey,California Common / Steam Beer,
4.50,Year-round,3.84,Bulldog Blonde,Gaslight Brewery,,South Orange,-1,6,New Jersey,American Blonde Ale,
5.00,Year-round,3.2,Dells Chief Amber Ale,Moosejaw Pizza & Dells Brewing Company,North American Ale,Wisconsin Dells,-1,11,Wisconsin,American Amber / Red Ale,American-Style Amber/Red Ale
-1,Limited (brewed once),3.38,Mudcat Stout,Upper Mississippi Brewing,North American Ale,Clinton,-1,2,Iowa,Irish Dry Stout,American-Style Stout
-1,Rotating,3.26,Capitol ESB,Great Waters Brewing Company,,Saint Paul,-1,2,Minnesota,English Extra Special / Strong Bitter (ESB),
-1,Year-round,2.8,North Star Premium Lager,Rock Bottom Restaurant & Brewery - Minneapolis,North American Lager,Minneapolis,-1,4,Minnesota,American Lager,American-Style Lager
-1,Year-round,0,Pantown Pale Ale,O'Hara's Brewpub and Restaurant,North American Ale,Saint Cloud,-1,0,Minnesota,American Pale Ale (APA),American-Style Pale Ale
5.50,Year-round,3.36,Broad Ax Stout,Granite City Food & Brewery - Saint Cloud,North American Ale,Saint Cloud,-1,192,Minnesota,English Oatmeal Stout,American-Style Stout
-1,Year-round,1.98,Aspen Meadow Black and Tan,Cold Spring Brewing,North American Lager,Cold Spring,-1,3,Minnesota,American Porter,American-Style Lager
-1,Rotating,0,Munich Dunkel,Bricktown Brewery,,Dubuque,-1,0,Iowa,Munich Dunkel Lager,
5.35,Rotating,3.82,Amherst ESB,Amherst Brewing Company,British Ale,Amherst,-1,11,Massachusetts,English Extra Special / Strong Bitter (ESB),Extra Special Bitter
6.85,Rotating,3.25,Olde #8 Anniversary Ale,Amherst Brewing Company,German Ale,Amherst,-1,2,Massachusetts,American Strong Ale,German-Style Brown Ale/Altbier
5.10,Year-round,3.79,Ironbound Ale,Iron Hill Brewery - Wilmingon,North American Ale,Wilmington,30,109,Delaware,American Pale Ale (APA),American-Style Pale Ale
4.80,Rotating,3.65,Anvil Ale,Iron Hill Brewery - Wilmingon,British Ale,Wilmington,30,49,Delaware,English Bitter,Extra Special Bitter
-1,Year-round,2.92,Mankato Gold,Bandana Brewery,,Mankato,-1,2,Minnesota,American Pale Ale (APA),
-1,Limited (brewed once),4.3,471 Pilsner,Breckenridge Brewery,,Denver,-1,1,Colorado,Bohemian Pilsener,
-1,Year-round,2.43,Sligo Red,O'Gara's Bar & Grill,,Saint Paul,-1,3,Minnesota,American Amber / Red Ale,
5.00,Year-round,3.46,Snake Chaser,Lakefront Brewery,North American Ale,Milwaukee,-1,172,Wisconsin,Irish Dry Stout,American-Style Stout
-1,Year-round,2.35,Classic Pilsener,Nicolet Brewing,,Florence,-1,4,Wisconsin,German Pilsner,
9.10,Limited (brewed once),3.5,Northwind Imperial Stout,Two Brothers Brewing,North American Ale,Warrenville,-1,3,Illinois,Russian Imperial Stout,American-Style Stout
5.52,Year-round,3.67,Eastside Dark,Lakefront Brewery,,Milwaukee,-1,568,Wisconsin,Munich Dunkel Lager,
6.00,Year-round,3.76,Black Strap Stout,BridgePort Brewing,North American Ale,Portland,-1,180,Oregon,American Stout,American-Style Stout
3.90,Year-round,3.77,Celis White,Michigan Brewing,Belgian and French Ale,Webberville,-1,326,Michigan,Belgian Witbier,Other Belgian-Style Ales
6.00,Winter,3.98,Schokolade Bock,Millstream Brewing,German Lager,Amana,25,178,Iowa,German Bock,Traditional German-Style Bock
5.00,Summer,3.91,Speciale Reserve Ale,Allagash Brewing,North American Ale,Portland,-1,68,Maine,Belgian Pale Ale,American-Style Pale Ale
4.00,Winter,3.43,Caramel Bock,August Schell Brewing,,New Ulm,-1,108,Minnesota,German Bock,
-1,Year-round,3.37,Augsburger Golden,Stevens Point Brewery,,Stevens Point,-1,22,Wisconsin,German Helles,
5.60,Year-round,3.79,Premium Ale,Lake Louie Brewing,North American Ale,Arena,-1,101,Wisconsin,American Pale Ale (APA),American-Style Pale Ale
5.80,Year-round,3.27,Red Stallion,Crescent City Brewhouse,North American Lager,New Orleans,-1,71,Louisiana,Vienna Lager,American-Style Lager
-1,Year-round,3.87,Scottish Ale,Rail House Restaurant and Brewpub,,Marinette,-1,5,Wisconsin,Scottish Ale,
-1,Summer,3.58,Blueberry Wheat,Chelsea Brewing Company,Other Style,New York,-1,3,New York,Fruit and Field Beer,Light American Wheat Ale or Lager
4.50,Year-round,3.37,Checker Cab Blonde Ale,Chelsea Brewing Company,,New York,-1,57,New York,German Kölsch,
-1,Year-round,3.97,Moose Juice Stout,Grand Teton Brewing #1,North American Ale,Wilson,-1,16,Wyoming,American Stout,American-Style Stout
-1,Year-round,0,Pretty Girl Pilsner,Bellows Brew Crew,,Watertown,-1,0,Wisconsin,German Pilsner,
-1,Year-round,0,Wheat,Bellows Brew Crew,North American Lager,Watertown,-1,0,Wisconsin,German Hefeweizen,American-Style Lager
-1,Year-round,3.13,Piva Bohemia,Hereford & Hops Steakhouse and Brewpub #3,,Wausau,-1,1,Wisconsin,Bohemian Pilsener,
5.30,Year-round,3.47,Burning Skye Scottish Ale,Empyrean Brewing Company,,Lincoln,13,183,Nebraska,Scottish Ale,
5.30,Year-round,3.36,Station Master Wheat Ale,Flossmoor Station Brewery,North American Lager,Flossmoor,27,91,Illinois,American Pale Wheat Ale,American-Style Lager
-1,Year-round,3.65,Nut Brown Ale,Thirsty Dog Brewing,North American Ale,Akron,-1,5,Ohio,English Brown Ale,American-Style Brown Ale
-1,Rotating,3.24,Schlafly Wheat Ale,Saint Louis Brewery / Schlafy Tap Room,North American Lager,Saint Louis,-1,3,Missouri,American Pale Wheat Ale,American-Style Lager
-1,Year-round,3.12,Shamrock Stout,Govnor's Public House,North American Ale,Lake In The Hills,-1,2,Illinois,Irish Dry Stout,American-Style Stout
4.40,Year-round,2.55,Mojave Gold,Indian Wells Brewing,North American Lager,Inyokern,-1,44,California,Bohemian Pilsener,American-Style Lager
-1,Year-round,3.45,Tannhauser,Augusta Brewing,North American Ale,Augusta,-1,12,Missouri,American Pale Ale (APA),American-Style Pale Ale
4.50,Year-round,3.56,Bright Spot Golden Ale,Minneapolis Town Hall Brewery,North American Ale,Minneapolis,-1,17,Minnesota,American Blonde Ale,Golden or Blonde Ale
6.60,Year-round,4.06,Hop Maniac IPA,On Tap Bistro & Brewery,North American Ale,San Diego,-1,2,California,American IPA,American-Style India Pale Ale
-1,Year-round,3.52,Patriot Pale Ale,On Tap Bistro & Brewery,North American Ale,San Diego,-1,1,California,American Pale Ale (APA),American-Style Pale Ale
5.50,Year-round,3.49,Sweet Spot Hefe,Oggi's Pizza and Brewing - Vista,German Ale,Vista,-1,16,California,German Hefeweizen,South German-Style Hefeweizen
4.90,Year-round,3.41,Star of India Pale Ale,Karl Strauss Brewery Gardens - Sorrento Mesa,North American Ale,San Diego,-1,7,California,American IPA,American-Style Pale Ale
5.40,Year-round,3.44,Voyageur Extra Pale Ale,James Page Brewing,North American Ale,Minneapolis,-1,60,Minnesota,American Pale Ale (APA),American-Style Pale Ale
4.00,Year-round,3.18,Tie Die Red,Park City Brewing,North American Ale,Heber City,-1,12,Utah,American Amber / Red Ale,American-Style Amber/Red Ale
5.60,Winter,3.39,Colony Oatmeal Stout,Millstream Brewing,North American Ale,Amana,-1,3,Iowa,English Oatmeal Stout,American-Style Stout
-1,Rotating,3.29,Mile Rock Amber Ale,Harbor City Brewing,North American Ale,Port Washington,-1,25,Wisconsin,American Amber / Red Ale,American-Style Amber/Red Ale
5.16,Year-round,3.19,Cattail Ale,Lakefront Brewery,,Milwaukee,-1,112,Wisconsin,English Pale Mild Ale,
5.00,Year-round,2.49,Michelob Hefeweizen,Anheuser-Busch,North American Lager,Saint Louis,-1,58,Missouri,German Hefeweizen,American-Style Lager
-1,Winter,3.76,Deep Powder Winter Ale,Yakima Brewing and Malting / Grant's Ales,British Ale,Yakima,-1,46,Washington,Winter Warmer,Old Ale
5.50,Winter,4.08,Workhorse Porter,Victory Brewing,Irish Ale,Downingtown,-1,23,Pennsylvania,American Porter,Porter
-1,Year-round,3.38,Sugar River ESB,Great Dane Pub and Brewing #2,,Fitchburg,-1,2,Wisconsin,English Extra Special / Strong Bitter (ESB),
5.30,Year-round,3.54,Hathor Red Lager,Trap Rock Restaurant and Brewery,North American Lager,Berkeley Heights,-1,23,New Jersey,German Märzen / Oktoberfest,American-Style Lager
4.60,Summer,3.6,White,Lakefront Brewery,,Milwaukee,-1,300,Wisconsin,Belgian Witbier,
10.20,Year-round,4.45,Weizen Bock,Titletown Brewing,German Ale,Green Bay,-1,2,Wisconsin,German Weizenbock,South German-Style Weizenbock
6.90,Year-round,3.79,India Pale Ale,Nebraska Brewing Company,North American Ale,Papillion,72,643,Nebraska,American IPA,American-Style Pale Ale
-1,Year-round,3.51,Falcon Pale Ale,Rock Bottom Restaurant & Brewery - Denver,North American Ale,Denver,-1,21,Colorado,American Pale Ale (APA),American-Style Pale Ale
7.00,Rotating,4.03,Blue Dot Double India Pale Ale,Hair of the Dog Brewing,North American Ale,Portland,-1,1069,Oregon,American Imperial IPA,Imperial or Double India Pale Ale
5.50,Year-round,3.36,Broad Axe Stout,Granite City Food & Brewery - Omaha,North American Ale,Omaha,-1,192,Nebraska,English Oatmeal Stout,American-Style Stout
8.60,Year-round,3.79,Double India Pale Ale,Mad River Brewing,North American Ale,Blue Lake,-1,845,California,American Imperial IPA,American-Style Pale Ale
5.40,Year-round,3.29,Shiner Hefeweizen,Spoetzl Brewery,German Ale,Shiner,-1,1081,Texas,German Hefeweizen,South German-Style Hefeweizen
4.30,Year-round,3.8,Irish Dry Stout,Moylan's Brewery & Restaurant,North American Ale,Novato,-1,322,California,Irish Dry Stout,American-Style Stout
-1,Limited (brewed once),3.71,GABF 25th Year Beer,Boulder Beer Company,British Ale,Boulder,-1,91,Colorado,English Extra Special / Strong Bitter (ESB),Extra Special Bitter
9.00,Year-round,4.27,90 Minute IPA,Dogfish Head Craft Brewery,North American Ale,Milton,90,16087,Delaware,American Imperial IPA,Imperial or Double India Pale Ale
4.90,Year-round,3.36,Watermelon Wheat,21st Amendment Brewery Cafe,Belgian and French Ale,San Francisco,-1,2883,California,Fruit and Field Beer,Belgian-Style Fruit Lambic
6.80,Rotating,3.56,General Pippo's Porter,21st Amendment Brewery Cafe,Irish Ale,San Francisco,-1,4,California,American Porter,Porter
4.00,Year-round,3.26,Sam Adams Light,Boston Beer Company,North American Lager,Boston,-1,2265,Massachusetts,American Light Lager,American-Style Light Lager
5.20,Limited (brewed once),3.8,Alt Ball and Chain,Four Peaks Brewing,German Ale,Tempe,-1,1,Arizona,German Altbier,German-Style Brown Ale/Altbier
4.80,Rotating,3.38,Raspberry Porter,Southern Tier Brewing Co,Irish Ale,Lakewood,-1,221,New York,American Porter,Porter
8.50,Rotating,3.47,Kerberos,Flying Dog Brewery,Belgian and French Ale,Denver,-1,350,Colorado,Belgian Tripel,Belgian-Style Tripel
9.90,Rotating,4,Chaotic Chemistry,Magic Hat,North American Ale,South Burlington,50,84,Vermont,American Barleywine,American-Style Barley Wine Ale
-1,Year-round,3.67,Oregon Golden Ale,Rogue Ales,North American Ale,Newport,-1,226,Oregon,American Blonde Ale,Golden or Blonde Ale
9.00,Year-round,3.81,Imperial Red,Rogue Ales,North American Ale,Newport,58,294,Oregon,American Imperial Red Ale,American-Style Amber/Red Ale
5.90,Year-round,3.63,Hoppus Maximus,Thirsty Dog Brewing,North American Ale,Akron,-1,425,Ohio,American Amber / Red Ale,American-Style Amber/Red Ale
8.00,Year-round,3.66,Eye of the Hawk,Mendocino Brewing - Hopland,British Ale,Hopland,-1,978,California,American Strong Ale,Old Ale
5.20,Year-round,2.89,Michelob Amber Bock,Anheuser-Busch,North American Lager,Saint Louis,-1,1886,Missouri,German Bock,American-Style Lager
5.68,Year-round,3.8,Riverwest Stein Beer,Lakefront Brewery,North American Lager,Milwaukee,-1,767,Wisconsin,American Amber / Red Lager,American-Style Lager
7.00,Year-round,3.98,Hop Ottin IPA,Anderson Valley Brewing,North American Ale,Boonville,-1,3207,California,American IPA,American-Style India Pale Ale
5.50,Year-round,3.43,Station 33 Firehouse Red,North Country Brewery,Irish Ale,Slippery Rock,-1,140,Pennsylvania,Irish Red Ale,Irish-Style Red Ale
5.80,Year-round,3.35,Rescue IPA,Barley Creek Brewing,North American Ale,Tannersville,-1,85,Pennsylvania,American IPA,American-Style India Pale Ale
-1,Rotating,4.12,Outlet Stout,Coronado Brewing Company,North American Ale,Coronado,-1,4,California,English Oatmeal Stout,American-Style Stout
3.90,Winter,3.37,Celis Pale Bock,Michigan Brewing,Belgian and French Ale,Webberville,-1,97,Michigan,Belgian Pale Ale,Other Belgian-Style Ales
5.30,Limited (brewed once),3.93,Earth - Belgian Style Chocolate Milk Stout,Midnight Sun Brewing Co.,British Ale,Anchorage,15,24,Alaska,English Sweet / Milk Stout,Sweet Stout
4.60,Year-round,3.38,Longboard Lager,Kona Brewing,North American Lager,Kailua-Kona,18,2905,Hawaii,American Lager,American-Style Lager
5.90,Limited (brewed once),4.23,Smoked Helles Lager,Minneapolis Town Hall Brewery,North American Lager,Minneapolis,-1,8,Minnesota,Smoke Beer,American-Style Lager
-1,Year-round,3.18,Mount Hill Pale Ale,Otto's Pub and Brewery,British Ale,State College,-1,1,Pennsylvania,English Pale Ale,Classic English-Style Pale Ale
6.80,Rotating,4.14,Saison De Brooklyn,Brooklyn Brewery,Belgian and French Ale,Brooklyn,-1,31,New York,Belgian Saison,French & Belgian-Style Saison
5.00,Rotating,4.03,Feuerwehrmann Schwarzbier,Pennichuck Brewing Company,German Lager,Milford,-1,54,New Hampshire,German Schwarzbier,German-Style Schwarzbier
6.70,Year-round,3.78,Nectar IPA,Humboldt Brewing,North American Ale,Arcata,60,877,California,American IPA,American-Style India Pale Ale
-1,Year-round,2.34,Cooper's Cave Tavern Ale,Cooper's Cave Ale Company,British Ale,Glens Falls,-1,12,New York,English Bitter,Ordinary Bitter
4.50,Rotating,3.63,Ugly Pug,Rahr & Sons Brewing Company,German Lager,Fortworth,-1,527,Texas,German Schwarzbier,German-Style Schwarzbier
6.20,Rotating,0,Old Wylie's IPA,Rivertowne Pour House,North American Ale,Monroeville,-1,0,Pennsylvania,American IPA,American-Style India Pale Ale
9.75,Winter,3.77,Two Front Teeth Holiday Ale,Spring House Brewing Company,Belgian and French Ale,Conestoga,-1,65,Pennsylvania,Belgian Saison,French & Belgian-Style Saison
10.30,Year-round,3.45,Samuel Adams Imperial White,Boston Beer Company,Belgian and French Ale,Boston,-1,1287,Massachusetts,Belgian Witbier,Belgian-Style White
5.00,Year-round,3.38,Samson Stout,Estes Park Brewery,North American Ale,Estes Park,-1,79,Colorado,English Oatmeal Stout,American-Style Stout
4.00,Year-round,3.63,Valley Brewing Apricot Ale,Valley Brewing Company,Other Style,Stockton,-1,3,California,American Pale Wheat Ale,Fruit Beer
4.50,Year-round,2.94,Lager,Porterhouse Restaurant and Brewpub,North American Lager,Lahaska,-1,1,Pennsylvania,American Adjunct Lager,American-Style Lager
5.70,Year-round,3.78,Black Lab Stout,McKenzie Brew House,North American Ale,Glen Mills,-1,15,Pennsylvania,American Stout,American-Style Stout
4.70,Year-round,3.6,Unicorn Amber Ale,McKenzie Brew House,North American Ale,Glen Mills,-1,9,Pennsylvania,American Amber / Red Ale,American-Style Amber/Red Ale
4.70,Year-round,2.68,Desert Pale Ale,Indian Wells Brewing,North American Ale,Inyokern,-1,11,California,American Pale Ale (APA),American-Style Pale Ale
-1,Rotating,3.42,Thundermuck Stout,Bill's Tavern & Brewhouse,North American Ale,Cannon Beach,-1,1,Oregon,American Stout,American-Style Stout
10.00,Rotating,3.86,Emancipator,Ukiah Brewing,German Lager,Ukiah,-1,2,California,German Doppelbock,Traditional German-Style Bock
8.90,Limited (brewed once),4.38,5 Czars Imperial Stout,McKenzie Brew House,North American Ale,Glen Mills,-1,17,Pennsylvania,Russian Imperial Stout,American-Style Stout
4.90,Rotating,3.36,Pilsner,Denver ChopHouse and Brewery,North American Lager,Denver,-1,4,Colorado,German Pilsner,American-Style Lager
4.95,Rotating,3.97,Thunder Stout,Breckenridge Brewery,North American Ale,Denver,-1,70,Colorado,American Stout,American-Style Stout
12.00,Rotating,4.36,Dark Knight,Barley John's Brewpub,,New Brighton,-1,184,Minnesota,Baltic Porter,
5.50,Limited (brewed once),3.83,Sunny Summer Ale,Barley John's Brewpub,,New Brighton,-1,1,Minnesota,American Amber / Red Ale,
-1,Rotating,3.61,Point Loma Porter,Coronado Brewing Company,Irish Ale,Coronado,-1,18,California,American Porter,Porter
5.50,Rotating,3.47,Amber,San Diego Brewing,North American Ale,San Diego,-1,16,California,American Amber / Red Ale,American-Style Amber/Red Ale
9.50,Year-round,0,Skye Strong Ale,Port Brewing Company,,San Marcos,-1,0,California,American Imperial IPA,
8.10,Year-round,4.45,Frank Double IPA,Port Brewing Company,North American Ale,San Marcos,-1,42,California,American Imperial IPA,American-Style India Pale Ale
5.60,Rotating,3.65,Padre Porter,Karl Strauss Brewery Gardens - Sorrento Mesa,,San Diego,-1,10,California,American Porter,
5.50,Limited (brewed once),4.07,Christmas Ale 2003,Anchor Brewing,,San Francisco,-1,200,California,Winter Warmer,
-1,Year-round,3.93,Port Washington Pier 96 Lager,Hops Haven Brew Haus,North American Lager,Sheboygan,-1,1,Wisconsin,American Adjunct Lager,American-Style Lager
-1,Year-round,1.57,Stite Golden Pilsner,Cold Spring Brewing,North American Lager,Cold Spring,-1,15,Minnesota,American Adjunct Lager,American-Style Lager
-1,Winter,3.15,Lager,Logjam Microbrewery,North American Lager,Unity,-1,3,Wisconsin,American Adjunct Lager,American-Style Lager
4.80,Rotating,3.99,Home Town Blonde,New Glarus Brewing Company,,New Glarus,-1,323,Wisconsin,German Pilsner,
4.50,Year-round,3.17,Sweet Stout,Main Street Beer Company #1,North American Ale,Richmond,-1,5,Virginia,English Sweet / Milk Stout,American-Style Stout
4.50,Year-round,3.25,Alpine Glacier Lager,Tommyknocker Brewery and Pub,North American Lager,Idaho Springs,-1,221,Colorado,American Lager,American-Style Lager
4.50,Year-round,3.75,32 Inning Ale,Pizzeria Uno Chicago Grill & Brewery,,Metuchen,-1,8,New Jersey,Bohemian Pilsener,
-1,Limited (brewed once),4.23,Jubel 2000,Deschutes Brewery,British Ale,Bend,-1,11,Oregon,American Strong Ale,Old Ale
-1,Year-round,0,Red,Bellows Brew Crew,North American Ale,Watertown,-1,0,Wisconsin,American Amber / Red Ale,American-Style Amber/Red Ale
4.50,Year-round,2.92,Northern Light,Granite City Food & Brewery - Saint Cloud,North American Lager,Saint Cloud,-1,112,Minnesota,American Light Lager,American-Style Lager
6.10,Winter,3.73,Winter Ale,Summit Brewing,British Ale,Saint Paul,36,593,Minnesota,Winter Warmer,Old Ale
5.75,Year-round,3.66,Cardinal Pale Ale,Nebraska Brewing Company,North American Ale,Papillion,42,351,Nebraska,American Pale Ale (APA),American-Style Pale Ale
5.20,Year-round,3.82,EOS Hefeweizen,Nebraska Brewing Company,German Ale,Papillion,13,293,Nebraska,German Hefeweizen,South German-Style Hefeweizen
5.50,Spring,3.65,Bock,Anchor Brewing,German Lager,San Francisco,-1,991,California,German Bock,Traditional German-Style Bock
11.26,Limited (brewed once),4.13,Old Guardian Barley Wine 2007,Stone Brewing Co.,,Escondido,-1,290,California,American Barleywine,
6.00,Summer,3.99,Summer Common,Empyrean Brewing Company,,Lincoln,30,15,Nebraska,California Common / Steam Beer,
